emp_no,first_name,last_name,birth_date,title,dept_name
15082,Guadalupe,Zirintsis,1953-04-06,Technique Leader,Development
15087,Chirstian,Ushiama,1954-10-11,Senior Engineer,Production
15089,Giri,Coney,1952-12-01,Senior Engineer,Development
15102,Luigi,Axelband,1952-07-02,Senior Engineer,Production
15105,Sudhanshu,Itzigehl,1953-03-11,Senior Staff,Marketing
15105,Sudhanshu,Itzigehl,1953-03-11,Senior Staff,Sales
15134,Arun,Luiz,1952-08-02,Senior Staff,Sales
15145,Haldon,Servieres,1954-08-16,Senior Engineer,Production
15151,Urs,Pouyioutas,1953-11-13,Senior Staff,Marketing
15151,Urs,Pouyioutas,1953-11-13,Senior Staff,Sales
15176,Charlene,Sankaranarayanan,1953-10-11,Senior Staff,Sales
15202,Pranay,Irland,1954-05-22,Engineer,Production
15202,Pranay,Irland,1954-05-22,Engineer,Development
15208,Sudharsan,Shokrollahi,1954-08-17,Senior Staff,Research
15228,Mona,Salvesen,1953-11-18,Senior Staff,Human Resources
15230,Keiichiro,Suessmith,1954-01-10,Senior Engineer,Development
15237,Reinhard,Sadowsky,1953-09-02,Senior Engineer,Development
15243,Mountaz,Famili,1954-02-07,Senior Staff,Finance
15248,Edwin,Baar,1952-03-17,Senior Staff,Marketing
15253,Ayonca,Pardalos,1954-03-17,Senior Engineer,Production
15271,Shiv,Bernardeschi,1953-10-17,Senior Staff,Sales
15292,Miyeon,Lammel,1954-12-26,Senior Staff,Sales
15324,Ziya,Lunn,1953-05-10,Senior Engineer,Production
15329,Fan,Openshaw,1954-12-21,Engineer,Development
15337,Masaru,Radivojevic,1953-10-05,Senior Engineer,Quality Management
15354,Chikara,Nyrup,1954-10-08,Staff,Customer Service
15365,Mikhail,Schiettecatte,1952-03-09,Senior Engineer,Development
15369,Premal,Penttonen,1952-10-11,Staff,Sales
15372,Nahum,Broder,1954-01-22,Senior Staff,Sales
15375,Shuho,Manders,1953-02-14,Senior Staff,Finance
15377,Shugo,Aumann,1953-12-08,Senior Engineer,Development
15382,Alassane,Siegrist,1952-07-28,Senior Staff,Sales
15410,Wilmer,Kushner,1954-08-18,Senior Staff,Marketing
15410,Wilmer,Kushner,1954-08-18,Senior Staff,Sales
15412,Huai,Thiria,1954-05-17,Senior Engineer,Development
15438,Constantijn,Munoz,1953-08-17,Senior Staff,Finance
15441,Arvind,Weisert,1954-03-11,Senior Staff,Research
15452,Kazuhira,Weedman,1954-01-14,Engineer,Development
15454,Hongzue,Cesareni,1954-05-20,Senior Staff,Sales
15470,Weiwu,Huhdanpaa,1952-03-30,Engineer,Production
15474,Gilbert,Plumb,1953-09-21,Senior Staff,Sales
15504,Kasturi,Alpin,1954-09-12,Engineer,Development
15505,Collette,Mikschl,1954-10-18,Senior Engineer,Production
15510,Inderjeet,Sethi,1954-01-13,Senior Engineer,Development
15518,Uno,Valtorta,1953-01-26,Senior Engineer,Development
15525,Masadi,Cherinka,1952-02-18,Senior Engineer,Development
15534,Guozhong,Grabner,1954-02-23,Senior Staff,Finance
15543,Mingdong,Staelin,1954-05-25,Senior Engineer,Production
15548,Sanjai,Caine,1954-12-07,Senior Engineer,Development
15548,Sanjai,Caine,1954-12-07,Senior Engineer,Research
15563,Constantino,Zykh,1952-03-10,Senior Staff,Customer Service
15565,True,Muchinsky,1954-04-27,Senior Staff,Marketing
15600,Mack,Perna,1954-01-17,Senior Engineer,Production
15601,Carrsten,Anily,1954-07-08,Senior Staff,Sales
15656,Mohammad,Schaaf,1952-05-17,Senior Staff,Marketing
15682,Hiroyasu,Przulj,1953-01-07,Senior Engineer,Quality Management
15714,Troy,Bala,1952-10-02,Engineer,Production
15726,Zhilian,Parascandalo,1954-12-23,Senior Staff,Marketing
15739,Poorav,Bahr,1953-10-29,Engineer,Development
15740,Stepehn,Pocchiola,1954-02-22,Senior Staff,Sales
15750,Arumugam,Bresenham,1952-07-04,Senior Engineer,Production
15767,Baocai,Broomell,1954-07-30,Senior Engineer,Production
15769,Pranay,Oskamp,1954-01-06,Staff,Marketing
15788,Taegyun,Deyuan,1952-12-23,Senior Engineer,Production
15799,Manton,Gelosh,1952-03-25,Senior Staff,Sales
15821,Aleksander,Antonakopoulos,1954-02-03,Engineer,Development
15846,Bowen,Litecky,1953-05-29,Technique Leader,Production
15861,Gio,Anido,1952-02-24,Senior Staff,Marketing
15866,Angel,Seiwald,1952-12-21,Senior Engineer,Production
15866,Angel,Seiwald,1952-12-21,Senior Engineer,Quality Management
15869,Guoxiang,Bala,1954-12-15,Senior Engineer,Production
15876,Munehiro,Vakili,1952-09-13,Senior Engineer,Development
15901,Marsja,Fargier,1953-07-05,Senior Engineer,Production
15901,Marsja,Fargier,1953-07-05,Senior Engineer,Quality Management
15902,Kazuhide,Stille,1954-09-09,Senior Staff,Research
15905,DeForest,Petersohn,1952-10-08,Senior Engineer,Production
15911,Shaibal,Viele,1952-08-29,Senior Engineer,Production
15911,Shaibal,Viele,1952-08-29,Senior Engineer,Customer Service
15938,Garnik,Covnot,1952-05-06,Senior Staff,Sales
15943,Yakkov,Demke,1953-12-31,Senior Engineer,Production
15943,Yakkov,Demke,1953-12-31,Senior Engineer,Quality Management
15945,Hauke,Larfeldt,1952-09-05,Senior Engineer,Production
15955,Yuguang,Dratva,1953-12-30,Senior Engineer,Production
15971,Arumugam,Aloia,1954-09-07,Senior Engineer,Development
15978,Kaijung,Wielonsky,1954-01-31,Engineer,Production
15978,Kaijung,Wielonsky,1954-01-31,Engineer,Quality Management
15993,Yoshimitsu,Peir,1952-07-03,Senior Engineer,Development
16000,Marek,Demos,1952-02-09,Senior Engineer,Production
16018,Boutros,Papadias,1954-03-11,Senior Engineer,Production
16025,Doowon,Luce,1952-04-06,Senior Engineer,Development
16028,JiYoung,Takkinen,1952-09-20,Senior Engineer,Production
16033,Wayne,Spelt,1954-08-06,Senior Staff,Finance
16052,Maria,Rodham,1952-06-13,Senior Engineer,Development
16066,Marsha,Penn,1952-12-05,Senior Staff,Sales
16068,Leandro,Zongker,1952-03-05,Senior Staff,Finance
16076,Marko,Ebeling,1954-11-04,Engineer,Development
16077,Kannan,Heemskerk,1952-10-12,Senior Engineer,Development
16086,Mohammad,Denos,1953-03-25,Senior Engineer,Development
16094,Berto,Rosar,1953-04-14,Senior Engineer,Development
16099,Mohan,Ferretti,1953-10-14,Senior Staff,Human Resources
16134,Annemarie,Chaudhuri,1952-08-07,Senior Engineer,Development
16138,Leucio,Krzyzanowski,1952-05-30,Senior Staff,Marketing
16154,Monique,Docker,1954-10-22,Technique Leader,Quality Management
16185,Marin,Winter,1953-03-03,Technique Leader,Development
16192,Leandro,Sigstam,1954-04-14,Senior Engineer,Production
16192,Leandro,Sigstam,1954-04-14,Senior Engineer,Customer Service
16201,Krassimir,Olano,1952-11-18,Technique Leader,Development
16227,Hitomi,Vural,1953-09-30,Senior Engineer,Production
16234,Jacopo,Basart,1954-01-18,Senior Staff,Customer Service
16246,Makato,Masaki,1954-08-18,Engineer,Production
16252,Carrsten,Mattern,1954-01-20,Senior Engineer,Production
16266,Mikhail,Sethi,1952-03-12,Senior Staff,Sales
16272,Shuho,Zeleznik,1953-07-23,Senior Engineer,Development
16272,Shuho,Zeleznik,1953-07-23,Senior Engineer,Research
16274,Sadun,Navazio,1953-06-02,Senior Staff,Finance
16337,Hironoby,Schaad,1953-05-05,Senior Engineer,Production
16355,Nikolaos,Luca,1953-03-16,Senior Staff,Sales
16364,Yifei,Gini,1953-11-15,Senior Staff,Sales
16365,Janalee,Mellouli,1954-04-29,Senior Staff,Research
16377,Duri,Stanger,1952-10-27,Engineer,Production
16383,Lidong,Czap,1952-07-22,Senior Engineer,Production
16388,Subhankar,Georgatos,1952-05-03,Senior Staff,Customer Service
16397,Shimshon,Cusworth,1953-12-22,Senior Staff,Finance
16399,Apostol,Collette,1954-06-04,Senior Staff,Sales
16399,Apostol,Collette,1954-06-04,Senior Staff,Customer Service
16412,Moss,Tokunaga,1953-12-11,Technique Leader,Production
16438,Abdulla,Demeyer,1953-03-31,Senior Engineer,Production
16447,Zhiguo,Savasere,1952-02-03,Senior Engineer,Production
16447,Zhiguo,Savasere,1952-02-03,Senior Engineer,Development
16448,Tsvetan,Zwicker,1953-02-19,Senior Engineer,Development
16453,Goncalo,Basart,1953-09-23,Senior Staff,Human Resources
16491,Emdad,Radwan,1952-12-03,Senior Staff,Customer Service
16510,Mototsugu,Vecchio,1954-10-28,Senior Staff,Customer Service
16537,Weidon,Seiwald,1952-05-18,Senior Engineer,Development
16539,Gretta,Fetvedt,1953-06-09,Senior Engineer,Production
16546,Sangeeta,Lanphier,1954-06-09,Senior Engineer,Development
16549,Olivera,Thibadeau,1953-11-24,Senior Staff,Finance
16551,Sadegh,Ranon,1952-03-13,Senior Engineer,Development
16551,Sadegh,Ranon,1952-03-13,Senior Engineer,Research
16556,Mostafa,Hiltgen,1954-05-22,Senior Engineer,Development
16567,Hein,Senzako,1954-03-19,Senior Staff,Customer Service
16570,Uta,Matzen,1954-08-26,Senior Engineer,Production
16580,Masaru,Valiente,1952-12-17,Senior Engineer,Quality Management
16619,Arvind,Boguraev,1953-09-28,Senior Engineer,Development
16658,Florian,Soicher,1952-08-28,Senior Staff,Research
16716,Ramachenga,Zumaque,1952-04-16,Engineer,Development
16719,Sasan,Benantar,1954-09-30,Senior Staff,Human Resources
16729,Kirk,Broomell,1953-04-16,Senior Staff,Finance
16731,Domenico,Versino,1953-10-21,Senior Engineer,Development
16759,Vojin,Masaki,1952-10-24,Senior Engineer,Development
16759,Vojin,Masaki,1952-10-24,Senior Engineer,Research
16799,Shigeichiro,Bamford,1953-12-27,Senior Engineer,Development
16801,Gila,Strooper,1953-05-23,Senior Engineer,Development
16803,Ziva,Rohrbach,1954-11-12,Engineer,Development
16806,Sreekrishna,Dayana,1952-06-13,Senior Staff,Sales
16806,Sreekrishna,Dayana,1952-06-13,Senior Staff,Customer Service
16851,Leon,Stasinski,1953-08-09,Senior Staff,Human Resources
16852,Yefim,Fontet,1953-09-14,Senior Engineer,Production
16852,Yefim,Fontet,1953-09-14,Senior Engineer,Customer Service
16864,Candido,Gecsel,1954-11-01,Engineer,Production
16869,Yakkov,Huttel,1954-12-11,Senior Staff,Research
16871,Munir,Stiles,1953-12-02,Senior Engineer,Production
16880,Honesty,Bresenham,1953-04-26,Technique Leader,Production
16897,Charlene,Ebeling,1953-05-07,Technique Leader,Quality Management
16910,Kazunori,Botman,1953-03-06,Senior Engineer,Development
16910,Kazunori,Botman,1953-03-06,Senior Engineer,Research
16919,Tesuya,Yurov,1953-12-23,Engineer,Production
16921,Evgueni,Yeung,1952-03-28,Senior Staff,Sales
16954,Akhilish,Apsitis,1953-10-31,Senior Staff,Marketing
16986,Hirochika,Gecseg,1952-10-28,Senior Engineer,Production
16988,Xiong,Peron,1952-03-18,Senior Staff,Finance
16993,Hongzue,Dahlbom,1954-12-28,Senior Staff,Sales
16999,Bezalel,Sadowsky,1952-04-01,Senior Staff,Production
16999,Bezalel,Sadowsky,1952-04-01,Senior Staff,Research
17012,Valdiodio,Petereit,1953-03-29,Senior Engineer,Development
17024,Ewing,Siepmann,1953-11-14,Senior Engineer,Production
17041,Nishit,Montemayor,1952-03-07,Senior Staff,Customer Service
17046,Fay,Kornyak,1954-06-08,Senior Engineer,Development
17048,Christoph,Murthy,1954-08-24,Senior Engineer,Quality Management
17063,Anoosh,Thiran,1952-05-18,Senior Staff,Sales
17066,Heping,Ruther,1953-01-01,Senior Engineer,Development
17068,Bodh,Gopalakrishnan,1953-10-17,Assistant Engineer,Development
17068,Bodh,Gopalakrishnan,1953-10-17,Assistant Engineer,Research
17072,Richara,Bala,1954-07-04,Senior Staff,Customer Service
17076,Gudjon,Hitomi,1954-10-01,Senior Engineer,Production
17076,Gudjon,Hitomi,1954-10-01,Senior Engineer,Quality Management
17078,Gill,Hinsberger,1954-10-22,Senior Staff,Customer Service
17081,Weiru,Murtafg,1952-05-01,Senior Engineer,Quality Management
17089,Rafail,Erman,1954-02-08,Senior Staff,Sales
17102,Radhika,Garnick,1954-01-23,Staff,Sales
17103,Takahiro,Feldmann,1953-04-03,Senior Engineer,Development
17103,Takahiro,Feldmann,1953-04-03,Senior Engineer,Research
17120,Yifei,Polupanov,1952-11-12,Senior Staff,Human Resources
17125,Akhilish,Zweizig,1953-02-09,Senior Engineer,Quality Management
17126,Matk,Schapire,1952-02-11,Senior Staff,Customer Service
17158,Danai,Vecchio,1954-02-21,Senior Engineer,Production
17158,Danai,Vecchio,1954-02-21,Senior Engineer,Customer Service
17159,Quingbo,Mitchem,1952-09-11,Senior Engineer,Development
17160,Shay,Montemayor,1952-09-26,Senior Engineer,Production
17199,Vasilis,Guardalben,1953-12-27,Senior Staff,Research
17215,Junichi,Langford,1953-08-22,Senior Engineer,Production
17222,Leen,Muchinsky,1954-04-25,Senior Engineer,Development
17235,Ronnie,Rissanen,1954-02-14,Senior Engineer,Development
17236,Matk,Merro,1954-08-15,Senior Engineer,Production
17245,Neven,Milicia,1952-09-29,Staff,Sales
17260,Abdulah,Famili,1954-11-10,Engineer,Development
17280,Xuejia,Merle,1954-07-03,Senior Engineer,Production
17285,Mario,Weiland,1952-09-11,Senior Staff,Finance
17326,Arumugam,Ramsay,1954-04-02,Senior Engineer,Development
17327,Yongmin,Gihr,1952-06-01,Senior Staff,Marketing
17329,Shaunak,Tyugu,1952-04-25,Senior Engineer,Development
17329,Shaunak,Tyugu,1952-04-25,Senior Engineer,Research
17339,Fan,Mullainathan,1953-12-07,Engineer,Production
17339,Fan,Mullainathan,1953-12-07,Engineer,Development
17340,Yurii,Brookman,1954-08-09,Senior Staff,Finance
17352,Muneo,Katiyar,1954-06-15,Senior Staff,Sales
17355,Mingzeng,Weisert,1953-10-21,Senior Engineer,Development
17384,Youngkon,Nooteboom,1954-12-11,Senior Staff,Research
17396,Valeri,Henders,1953-04-29,Senior Engineer,Production
17412,Leni,Vilarrasa,1952-06-29,Staff,Customer Service
17436,Chirstian,Munawer,1954-10-08,Senior Staff,Sales
17448,Makato,Belinskaya,1953-05-23,Senior Engineer,Production
17448,Makato,Belinskaya,1953-05-23,Senior Engineer,Development
17468,Abdelghani,Irland,1953-09-09,Senior Staff,Sales
17470,Genevieve,Lichtner,1953-08-11,Senior Engineer,Production
17472,Murthy,Verhoeff,1952-09-22,Senior Staff,Marketing
17487,Gully,Staudhammer,1954-11-17,Engineer,Development
17489,Karlis,Vigier,1953-01-28,Senior Staff,Human Resources
17500,Jinya,Bratsberg,1954-09-21,Technique Leader,Production
17512,Frederique,Hofmeyr,1953-09-24,Engineer,Production
17512,Frederique,Hofmeyr,1953-09-24,Engineer,Development
17520,Shahab,Keohane,1952-03-09,Senior Engineer,Development
17544,Kien,Marletta,1952-04-21,Senior Engineer,Production
17552,Pradeep,Neiman,1953-07-22,Senior Staff,Finance
17556,Makato,Tsukuda,1953-08-12,Senior Staff,Finance
17559,Annemarie,Papastamatiou,1953-12-01,Senior Engineer,Development
17559,Annemarie,Papastamatiou,1953-12-01,Senior Engineer,Research
17573,Berthier,Deverell,1954-09-18,Senior Staff,Sales
17576,Behnaam,Krybus,1952-06-10,Senior Engineer,Quality Management
17582,Kauko,Spieker,1954-05-26,Senior Engineer,Development
17586,Lein,Halevi,1954-07-16,Senior Staff,Customer Service
17629,Mostafa,Winter,1952-02-11,Senior Staff,Sales
17647,Vasilis,Swab,1952-08-17,Senior Staff,Sales
17657,Thanasis,Zucker,1953-01-22,Engineer,Production
17674,Adib,Braccini,1952-11-06,Senior Engineer,Development
17677,Mingdong,Ramalingam,1953-12-15,Senior Engineer,Development
17683,Bernt,Henders,1954-06-04,Senior Staff,Marketing
17683,Bernt,Henders,1954-06-04,Senior Staff,Sales
17688,Faiza,Cincotta,1953-10-02,Senior Engineer,Production
17696,Feiyu,Kusalik,1952-08-11,Senior Engineer,Production
17699,Radhia,Heping,1953-10-03,Senior Engineer,Development
17705,Toshimo,Mellouli,1952-04-05,Technique Leader,Production
17711,Owen,Katiyar,1954-01-29,Engineer,Development
17716,Josyula,Vitiello,1953-05-02,Senior Engineer,Quality Management
17728,Tsuneo,Lienhardt,1953-10-31,Staff,Research
17742,Tru,Cappelletti,1954-09-19,Senior Staff,Research
17745,Hatem,Schreiter,1953-10-17,Senior Engineer,Development
17778,Chirstian,Matzov,1953-12-26,Senior Staff,Customer Service
17791,Matt,Stifter,1952-09-22,Senior Staff,Sales
17798,Guangming,Suessmith,1953-06-22,Senior Staff,Marketing
17807,Jianhua,Glowinski,1952-10-04,Senior Engineer,Production
17815,Shuji,Wissmann,1954-01-14,Engineer,Development
17816,Toshimo,Kenevan,1952-07-23,Senior Engineer,Production
17834,Zhilian,Fiutem,1953-12-17,Senior Engineer,Development
17840,Tonny,Sherertz,1954-11-07,Senior Engineer,Development
17841,Hilary,Ramaiah,1952-04-02,Senior Engineer,Production
17849,Mandell,Varker,1954-10-03,Senior Staff,Human Resources
17871,Ebbe,Hedayat,1954-09-20,Senior Engineer,Quality Management
17874,Rutger,Minakawa,1953-03-04,Senior Staff,Sales
17900,Sakthirel,Belinskaya,1952-03-09,Senior Engineer,Development
17907,Kotesh,Bernini,1954-12-04,Senior Staff,Finance
17916,Sukumar,Morrin,1954-10-27,Senior Engineer,Development
17973,Sanjit,Beidas,1954-07-03,Senior Engineer,Development
17973,Sanjit,Beidas,1954-07-03,Senior Engineer,Quality Management
17995,Oldrich,Vickson,1952-08-15,Senior Staff,Customer Service
18006,Vidya,Hanabata,1953-05-25,Senior Staff,Sales
18006,Vidya,Hanabata,1953-05-25,Senior Staff,Customer Service
18013,Jiong,Shanbhogue,1953-08-24,Senior Engineer,Development
18016,Somnath,Kaminger,1954-11-03,Senior Staff,Sales
18018,Sasan,Schrooten,1952-12-14,Senior Staff,Sales
18020,Adhemar,Pelz,1952-12-06,Senior Staff,Research
18030,Jasminko,Brookner,1954-10-14,Senior Engineer,Production
18065,Chriss,Wroclawski,1954-04-23,Senior Staff,Sales
18075,Lein,Goodrum,1953-04-24,Senior Engineer,Quality Management
18080,Satyanarayana,Rosar,1953-01-31,Senior Engineer,Production
18080,Satyanarayana,Rosar,1953-01-31,Senior Engineer,Development
18099,Kazuhiko,Fendler,1954-05-27,Technique Leader,Development
18108,Sanjai,Genin,1952-02-14,Staff,Sales
18123,Kristinn,Hitomi,1953-05-16,Staff,Customer Service
18134,Ult,Pesch,1953-09-02,Senior Engineer,Development
18138,Moni,Baezner,1954-06-19,Senior Staff,Development
18138,Moni,Baezner,1954-06-19,Senior Staff,Research
18155,Dayanand,Danlos,1953-03-11,Senior Engineer,Production
18181,Gregory,Beerel,1954-08-22,Senior Staff,Customer Service
18208,Demin,Irland,1953-05-18,Senior Staff,Human Resources
18210,Mabo,Radhakrishnan,1954-09-10,Senior Engineer,Development
18212,Constantino,Journel,1954-04-12,Senior Staff,Customer Service
18223,Gully,Mitchem,1953-09-22,Senior Staff,Production
18223,Gully,Mitchem,1953-09-22,Senior Staff,Research
18237,Limsoon,Tramer,1953-03-10,Engineer,Production
18242,Shichao,Demian,1954-01-23,Senior Engineer,Production
18297,Guther,Nastansky,1953-07-19,Senior Staff,Sales
18316,Hongzue,Msuda,1953-02-02,Senior Engineer,Development
18323,Oddvar,Tiemann,1954-06-25,Senior Engineer,Development
18323,Oddvar,Tiemann,1954-06-25,Senior Engineer,Quality Management
18333,Munehiro,Plesums,1952-03-02,Engineer,Production
18376,Wayne,Stranks,1952-07-04,Engineer,Production
18393,Wuxu,Aseltine,1953-07-15,Senior Engineer,Production
18401,Vidya,Itzfeldt,1954-10-29,Staff,Sales
18402,Bernice,Ritzmann,1952-07-23,Senior Staff,Customer Service
18427,Kiyomitsu,Qiwen,1954-12-21,Senior Staff,Finance
18438,Chiradeep,Iacovou,1953-12-29,Engineer,Quality Management
18443,Florina,Swick,1952-09-29,Senior Staff,Sales
18450,Takahito,Hoppenstand,1954-07-12,Senior Staff,Finance
18468,Kirk,Cunliffe,1954-02-17,Senior Engineer,Development
18503,Mechthild,Marletta,1952-12-25,Senior Engineer,Production
18532,Joydip,Onuegbe,1953-04-13,Staff,Finance
18542,Tiina,Anido,1954-09-13,Senior Engineer,Development
18571,Xinglin,Flowers,1954-04-30,Senior Engineer,Development
18573,Zongyan,Baca,1954-02-27,Staff,Finance
18581,Mitsuyuki,Ranai,1953-01-19,Senior Staff,Sales
18581,Mitsuyuki,Ranai,1953-01-19,Senior Staff,Customer Service
18666,Hitofumi,Baja,1952-02-21,Senior Staff,Development
18666,Hitofumi,Baja,1952-02-21,Senior Staff,Research
18679,Roded,Lambe,1954-10-01,Senior Staff,Sales
18701,Mori,Ratnakar,1953-04-16,Senior Staff,Sales
18728,Tzvetan,Luft,1952-06-10,Senior Engineer,Development
18771,Domenick,Haraldson,1953-01-20,Senior Staff,Sales
18775,Shay,Akazan,1953-06-05,Senior Engineer,Development
18784,Pohua,Hempstead,1953-07-28,Senior Staff,Finance
18789,Reinhold,Domenig,1953-10-16,Senior Staff,Sales
18790,Florina,Rahier,1953-03-14,Senior Engineer,Development
18799,Kshitij,Lunn,1953-04-02,Senior Staff,Research
18809,Laurentiu,Munoz,1952-07-17,Senior Staff,Sales
18811,Cheong,Oxenboll,1952-08-15,Senior Staff,Research
18817,Kristin,Xiaoshan,1954-08-03,Staff,Human Resources
18866,Fumiyo,Hettesheimer,1954-03-10,Assistant Engineer,Production
18866,Fumiyo,Hettesheimer,1954-03-10,Assistant Engineer,Quality Management
18888,Sajjan,Stassinopoulos,1953-10-31,Engineer,Development
18890,Pasqua,Litecky,1952-02-11,Senior Staff,Human Resources
18919,Remco,Stille,1953-11-12,Senior Engineer,Production
18921,Maren,Radwan,1952-10-07,Senior Engineer,Development
18927,Muneo,Msuda,1953-12-08,Senior Engineer,Development
